first_name;last_name;date_of_birth;year_of_birth;street_address;email;gender;region;campus;entry_level;year_of_entry;year_of_exit;study_lenght;level_of_exit;still_student;level;contratPro;speciality;compta_paymentType;compta_paid;compta_paymentDue;compta_relance
Curt;Kleisle;29/08/1987;1987;2 Judy Drive;curtkleisle@supinfo.com;Female;Pays de la Loire;Distanciel;M.ENG 1;2014;2020;6;M.ENG 2;false;;false;;Comptant;true;0;
Roxine;Delia;21/10/1986;1986;39 Morrow Court;roxinedelia@supinfo.com;Female;Occitanie;Distanciel;B.ENG 1;2012;2013;1;B.ENG 1;false;;false;;Comptant;true;0;
Ami;Pideon;19/01/1981;1981;06 Morrow Avenue;amipideon@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2000;2001;1;B.ENG 1;false;;false;;Comptant;true;0;
Doralynn;Oldred;06/10/1999;1999;70359 Menomonie Hill;doralynnoldred@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2015;2017;2;B.ENG 1;false;;false;;Comptant;true;0;
Johnna;Blaksley;21/06/2000;2000;99148 Randy Lane;johnnablaksley@supinfo.com;Male;Normandie;Caen;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Ingrim;Baitey;05/05/1981;1981;6 Hallows Center;ingrimbaitey@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2015;;7;;true;;true;;OPCA;true;0;
Boyce;Kropp;14/10/1987;1987;6228 Gulseth Crossing;boycekropp@supinfo.com;Male;Pays de la Loire;Distanciel;M.ENG 1;2010;2012;2;M.ENG 2;false;;false;;Comptant;true;0;
Jesselyn;Bertouloume;14/02/1999;1999;6 Hovde Drive;jesselynbertouloume@supinfo.com;Male;Centre-Val de Loire;Distanciel;B.ENG 1;2016;2017;1;B.ENG 1;false;;false;;Comptant;true;0;
Klarika;Varker;07/10/1976;1976;37812 Mallory Circle;klarikavarker@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;M.ENG 1;2006;2007;1;M.ENG 1;false;;false;;Comptant;true;0;
Seumas;Wynter;22/05/1984;1984;44 Blaine Center;seumaswynter@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;M.ENG 1;2013;2014;1;M.ENG 1;false;;false;;Comptant;true;0;
Averil;Allsup;20/11/1991;1991;44 Shelley Place;averilallsup@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2017;;5;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Fredek;Dockrill;25/08/1995;1995;27980 Ridgeview Plaza;fredekdockrill@supinfo.com;Female;Normandie;Distanciel;B.ENG 1;2011;2015;4;M.ENG 1;false;;false;;Comptant;true;0;
Denyse;Allaker;24/08/1975;1975;410 Moulton Place;denyseallaker@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2004;2007;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Ginnifer;Baldcock;25/08/1996;1996;672 Fairview Center;ginniferbaldcock@supinfo.com;Male;Normandie;Distanciel;M.ENG 1;2013;2019;6;M.ENG 2;false;;false;;Comptant;true;0;
Fairleigh;Adriaan;08/02/1993;1993;13 Delladonna Hill;fairleighadriaan@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2010;2014;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Fitzgerald;Verrillo;04/04/1987;1987;92 Golf Course Crossing;fitzgeraldverrillo@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2005;2006;1;B.ENG 1;false;;false;;Comptant;true;0;
Vivia;Vanyushkin;22/02/1979;1979;8 Waubesa Avenue;viviavanyushkin@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2014;2017;3;B.ENG 3;false;;false;;Comptant;true;0;
Valentina;Olivas;04/01/1980;1980;9 Park Meadow Terrace;valentinaolivas@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;1996;2000;4;M.ENG 1;false;;false;;Comptant;true;0;
Martina;Aristide;05/07/1986;1986;8 Sheridan Street;martinaaristide@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 2;2009;2013;4;M.ENG 2;false;;false;;Echelonnement;true;0;
Isidore;Trevna;05/05/1995;1995;234 Forest Run Place;isidoretrevna@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2011;2015;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Avery;Patten;03/08/1978;1978;326 Bluestem Circle;averypatten@supinfo.com;Female;Normandie;Distanciel;B.ENG 1;2010;2016;6;M.ENG 2;false;;false;;Comptant;true;0;
Tammi;McGonigle;04/09/1978;1978;159 Nancy Way;tammimcgonigle@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;1995;1999;4;M.ENG 1;false;;false;;Comptant;true;0;
Allegra;Nelius;21/02/1989;1989;3 Moland Plaza;allegranelius@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2005;2011;6;M.ENG 2;false;;false;;Comptant;true;0;
Yardley;Krollmann;17/11/1988;1988;02 Forest Run Alley;yardleykrollmann@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2006;2009;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Frasier;Seaborn;01/06/2000;2000;94189 Morningstar Junction;frasierseaborn@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2016;2017;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Germaine;Hothersall;09/06/1989;1989;158 Burrows Trail;germainehothersall@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2006;2012;6;M.ENG 2;false;;false;;Comptant;true;0;
Dyanna;Terrett;17/02/2000;2000;28021 Green Ridge Place;dyannaterrett@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;false;Data Engineering;Echelonnement;false;7217;false
Marjie;Banasiak;05/11/2000;2000;18927 Northland Road;marjiebanasiak@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2016;;6;;true;M.ENG 2;false;Systemes Reseaux et securité;Comptant;true;0;
Carolyne;Cocci;08/08/1991;1991;39 International Junction;carolynecocci@supinfo.com;Male;Normandie;Caen;B.ENG 1;2019;;3;;true;B.ENG 3;false;;Comptant;true;0;
Sashenka;Boutton;11/05/1996;1996;71409 Morningstar Street;sashenkaboutton@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2012;2018;6;M.ENG 2;false;;false;;Comptant;true;0;
Gasparo;Healks;11/02/1999;1999;12215 Reinke Circle;gasparohealks@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2016;2018;2;B.ENG 1;false;;false;;Echelonnement;true;0;
Paige;Foulis;12/07/1980;1980;12109 Hovde Junction;paigefoulis@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2001;2002;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Zechariah;Ruilton;28/08/1986;1986;7609 Melby Road;zechariahruilton@supinfo.com;Male;Bretagne;Distanciel;B.ENG 2;2016;;6;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Augy;Paoloni;30/11/1994;1994;2 Del Mar Alley;augypaoloni@supinfo.com;Male;Occitanie;Distanciel;B.ENG 1;2017;2018;1;B.ENG 1;false;;false;;Comptant;true;0;
Clementine;Grimbaldeston;23/06/1975;1975;398 Longview Point;clementinegrimbaldeston@supinfo.com;Male;Hauts-de-France;Distanciel;M.ENG 1;2003;2008;5;M.ENG 2;false;;false;;Comptant;true;0;
Bernhard;Vedenisov;22/09/1996;1996;6862 Pawling Terrace;bernhardvedenisov@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2014;2020;6;M.ENG 2;false;;false;;Comptant;true;0;
Alleyn;Nealon;11/03/1979;1979;1 Evergreen Point;alleynnealon@supinfo.com;Female;Occitanie;Distanciel;B.ENG 1;2002;2008;6;M.ENG 2;false;;false;;Comptant;true;0;
Earl;Posten;20/11/1976;1976;104 Sachtjen Plaza;earlposten@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;B.ENG 1;1994;1996;2;B.ENG 2;false;;false;;Comptant;true;0;
Cayla;Konke;29/08/2000;2000;39 Kingsford Crossing;caylakonke@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Comptant;true;0;
Lindy;Almack;05/10/1996;1996;59 Crowley Parkway;lindyalmack@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2012;2015;3;B.ENG 2;false;;false;;Comptant;true;0;
Patrizius;Skerritt;28/08/1982;1982;2293 Elgar Circle;patriziusskerritt@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2002;2003;1;B.ENG 1;false;;false;;Comptant;true;0;
Elle;Cubberley;01/05/1984;1984;5482 Washington Plaza;ellecubberley@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2001;2004;3;B.ENG 3;false;;false;;Comptant;true;0;
Georas;Surgood;26/11/1989;1989;23781 American Ash Trail;georassurgood@supinfo.com;Female;Grand Est;Distanciel;M.ENG 1;2018;;4;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Shani;Roth;27/05/1997;1997;10545 Annamark Crossing;shaniroth@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2016;2019;3;B.ENG 3;false;;false;;Comptant;true;0;
Linell;Klesse;22/07/1982;1982;48091 Russell Parkway;linellklesse@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;1998;2004;6;M.ENG 2;false;;false;;Comptant;true;0;
Doreen;Gunther;11/11/1993;1993;21 Melody Road;doreengunther@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2011;2012;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Kirsti;Petcher;22/12/1992;1992;36 Hoffman Park;kirstipetcher@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2008;2012;4;M.ENG 1;false;;false;;Comptant;true;0;
Dimitry;Very;25/12/1996;1996;30 Westridge Circle;dimitryvery@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2013;2015;2;B.ENG 1;false;;false;;Comptant;true;0;
Hamil;Tattersill;10/06/1992;1992;060 Coleman Parkway;hamiltattersill@supinfo.com;Female;Grand Est;Distanciel;M.ENG 1;2018;;4;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Tildi;Eusden;03/03/1981;1981;5 Oxford Plaza;tildieusden@supinfo.com;Male;Grand Est;Distanciel;M.ENG 1;2014;2020;6;M.ENG 2;false;;false;;Comptant;true;0;
Kirby;Cardenas;11/03/1983;1983;51210 Forest Trail;kirbycardenas@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2013;2016;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Francois;Edgerly;28/09/1995;1995;27 Oriole Street;francoisedgerly@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2011;2012;1;B.ENG 1;false;;false;;Comptant;true;0;
Zorine;Drohun;13/12/1977;1977;407 Prairieview Avenue;zorinedrohun@supinfo.com;Female;Centre-Val de Loire;Tours;M.ENG 1;2004;2010;6;M.ENG 2;false;;false;;Comptant;true;0;
Gregory;Gonnin;19/11/1997;1997;86 Rigney Circle;gregorygonnin@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2015;2018;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Casie;Issakov;17/02/1996;1996;00 Bartillon Hill;casieissakov@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Comptant;true;0;
Jordan;Brown;11/02/2002;2002;5153 International Road;jordanbrown@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;false;Systemes Reseaux et securité;Comptant;true;0;
Lishe;Schoenleiter;14/10/1995;1995;38076 Coleman Avenue;lisheschoenleiter@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2013;2016;3;B.ENG 3;false;;false;;Comptant;true;0;
Francine;Hatchette;16/10/1978;1978;33804 Tennyson Park;francinehatchette@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Issie;Jiras;30/12/1979;1979;1722 Garrison Pass;issiejiras@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 2;2002;2006;4;M.ENG 2;false;;false;;Comptant;true;0;
Norri;Cherry;28/08/1999;1999;4059 Di Loreto Court;norricherry@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Gwyneth;Dingate;13/08/2000;2000;77182 Hagan Terrace;gwynethdingate@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;true;Data Engineering;OPCA;true;0;
Cloris;Chiplin;29/03/1988;1988;96 Sage Avenue;clorischiplin@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 3;2006;2008;2;M.ENG 1;false;;false;;Comptant;true;0;
Tobiah;Lowless;04/02/1992;1992;0 Pleasure Plaza;tobiahlowless@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2009;2012;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Giulia;Ksandra;19/04/1998;1998;5698 Brown Way;giuliaksandra@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2017;2018;1;B.ENG 1;false;;false;;Comptant;true;0;
Lea;Whimpenny;11/05/1999;1999;8252 Bluejay Avenue;leawhimpenny@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2017;2020;3;B.ENG 3;false;;false;;Comptant;true;0;
Glenden;Iiannoni;18/10/1997;1997;356 Basil Drive;glendeniiannoni@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2015;2017;2;B.ENG 2;false;;false;;Comptant;true;0;
Natal;Bolin;28/11/1996;1996;7 Waywood Place;natalbolin@supinfo.com;Male;Normandie;Caen;B.ENG 1;2013;2019;6;M.ENG 2;false;;false;;Comptant;true;0;
Westleigh;O'Neal;27/05/2001;2001;9 Heffernan Parkway;westleigho'neal@supinfo.com;Female;Normandie;Caen;B.ENG 1;2018;;4;;true;M.ENG 1;true;Intelligence Artificielle;OPCA;true;0;
Ikey;Ludman;30/05/1990;1990;0 Bashford Pass;ikeyludman@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2014;2015;1;B.ENG 1;false;;false;;Comptant;true;0;
Beale;Applewhite;07/03/2001;2001;366 Carberry Alley;bealeapplewhite@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Joelynn;Sulland;22/05/1992;1992;8 Hagan Hill;joelynnsulland@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2008;2010;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Jana;Abbey;27/09/1975;1975;1 Bayside Trail;janaabbey@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2010;2012;2;B.ENG 2;false;;false;;Comptant;true;0;
Penny;Larchiere;09/10/1986;1986;4423 Macpherson Crossing;pennylarchiere@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2002;2003;1;B.ENG 1;false;;false;;Comptant;true;0;
Henrie;Balderston;12/08/1979;1979;38670 Mifflin Lane;henriebalderston@supinfo.com;Male;Hauts-de-France;Distanciel;M.ENG 1;2009;2010;1;M.ENG 1;false;;false;;Comptant;true;0;
Constantia;Mattersey;30/11/1986;1986;91 Banding Junction;constantiamattersey@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2002;2005;3;B.ENG 3;false;;false;;Comptant;true;0;
Leoine;Bordessa;02/05/1997;1997;6103 Stuart Parkway;leoinebordessa@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2016;2019;3;B.ENG 3;false;;false;;Comptant;true;0;
Dominica;Stollhofer;16/05/1997;1997;9 Valley Edge Parkway;dominicastollhofer@supinfo.com;Male;Normandie;Caen;B.ENG 1;2014;2015;1;B.ENG 1;false;;false;;Comptant;true;0;
Sheffield;Ameer-Beg;21/01/1989;1989;573 Oxford Lane;sheffieldameer-beg@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2007;2011;4;M.ENG 1;false;;false;;Comptant;true;0;
Desiri;Bradneck;08/09/1997;1997;8 Montana Center;desiribradneck@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2015;2020;5;M.ENG 2;false;;false;;Comptant;true;0;
Francyne;Conaghan;19/06/1993;1993;15082 Luster Terrace;francyneconaghan@supinfo.com;Male;Normandie;Caen;B.ENG 1;2009;2015;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Mollee;Saunders;14/03/1985;1985;6 Cottonwood Avenue;molleesaunders@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2008;2014;6;M.ENG 2;false;;false;;Comptant;true;0;
Dedra;Timcke;08/12/1983;1983;6 Meadow Ridge Plaza;dedratimcke@supinfo.com;Male;Normandie;Caen;B.ENG 2;2013;2019;6;M.ENG 2;false;;false;;Comptant;true;0;
Agneta;Castiglioni;08/09/1992;1992;8838 Morningstar Circle;agnetacastiglioni@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Ora;Linklet;18/10/1990;1990;7 Hintze Point;oralinklet@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2014;2015;1;B.ENG 1;false;;false;;Comptant;true;0;
Cad;Fynn;03/06/1998;1998;6 Carioca Road;cadfynn@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2016;2019;3;B.ENG 3;false;;false;;Comptant;true;0;
Brandise;Wohlers;22/03/1989;1989;0 Division Park;brandisewohlers@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2007;2013;6;M.ENG 2;false;;false;;Comptant;true;0;
Dav;Oliveras;14/02/2000;2000;37954 Leroy Drive;davoliveras@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;false;Intelligence Artificielle;Comptant;true;0;
Ruby;MacCaughan;17/09/1988;1988;46212 Northport Junction;rubymaccaughan@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2004;2005;1;B.ENG 1;false;;false;;Comptant;true;0;
Cyb;Few;16/01/1981;1981;660 Vernon Avenue;cybfew@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2013;2019;6;M.ENG 2;false;;false;;Comptant;true;0;
Selma;Conigsby;22/02/1987;1987;82963 Arkansas Avenue;selmaconigsby@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2008;2009;1;B.ENG 1;false;;false;;Comptant;true;0;
Susy;Ivannikov;08/01/1990;1990;2 Ronald Regan Crossing;susyivannikov@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2018;;4;;true;M.ENG 1;true;Intelligence Artificielle;OPCA;true;0;
Boony;Djurdjevic;28/04/1998;1998;323 Westerfield Point;boonydjurdjevic@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2015;2020;5;M.ENG 2;false;;false;;Comptant;true;0;
Elsinore;Spuffard;06/01/1985;1985;4771 Jana Street;elsinorespuffard@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2010;2016;6;M.ENG 2;false;;false;;Comptant;true;0;
Emmalynne;Ruoff;03/11/1994;1994;7 Melody Parkway;emmalynneruoff@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;true;Intelligence Artificielle;OPCA;true;0;
Ravid;Bellow;30/08/1998;1998;6 Dakota Junction;ravidbellow@supinfo.com;Female;Normandie;Caen;B.ENG 1;2014;2018;4;M.ENG 1;false;;false;;Comptant;true;0;
Lisabeth;Whittuck;03/04/1977;1977;03 Melody Alley;lisabethwhittuck@supinfo.com;Male;Hauts-de-France;Distanciel;M.ENG 1;2006;2009;3;M.ENG 2;false;;false;;Comptant;true;0;
Lawry;Bony;28/03/1999;1999;37980 Merry Junction;lawrybony@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2015;2017;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Drusy;Antrim;13/02/1994;1994;5 Hallows Junction;drusyantrim@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2013;2019;6;M.ENG 2;false;;false;;Comptant;true;0;
Quinton;Jeanes;09/08/1996;1996;8710 Holmberg Crossing;quintonjeanes@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2012;2017;5;M.ENG 2;false;;false;;Comptant;true;0;
Hendrika;Ickovitz;14/11/1998;1998;83018 Miller Way;hendrikaickovitz@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2014;2020;6;M.ENG 2;false;;false;;Comptant;true;0;
Oby;Cage;12/02/1988;1988;42799 South Terrace;obycage@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2005;2009;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Merla;Deetch;14/10/1983;1983;4 Monica Road;merladeetch@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2007;2009;2;B.ENG 2;false;;false;;Comptant;true;0;
Adela;Trustram;16/06/1990;1990;5 Lindbergh Place;adelatrustram@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2009;2014;5;M.ENG 2;false;;false;;Comptant;true;0;
Brett;Betser;26/08/2001;2001;289 Sunbrook Park;brettbetser@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;true;;OPCA;true;0;
Carlynne;Sandbach;30/07/1995;1995;796 Merchant Court;carlynnesandbach@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2018;2019;1;B.ENG 1;false;;false;;Comptant;true;0;
Vernor;Vasyukhin;28/07/1981;1981;063 Mallory Park;vernorvasyukhin@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;1997;2002;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Wheeler;Crickmore;27/04/1993;1993;77 4th Trail;wheelercrickmore@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2010;2011;1;B.ENG 1;false;;false;;Comptant;true;0;
Julio;Adrian;12/05/1987;1987;109 Mayer Crossing;julioadrian@supinfo.com;Male;Normandie;Caen;M.ENG 1;2018;;4;;true;M.ENG 2;true;Intelligence Artificielle;OPCA;true;0;
Vi;Churchin;14/07/2002;2002;05174 Sachtjen Avenue;vichurchin@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2018;2020;2;B.ENG 2;false;;false;;Comptant;true;0;
Edyth;Moret;17/11/2002;2002;68 Steensland Lane;edythmoret@supinfo.com;Male;Hauts-de-France;Distanciel;M.ENG 1;2019;;3;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Maridel;Raddin;19/01/1992;1992;02105 Merchant Pass;maridelraddin@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2009;2014;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Charlie;Mattock;06/01/1985;1985;8 Merrick Street;charliemattock@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2009;2010;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Benni;Growden;20/02/1991;1991;947 Waxwing Road;bennigrowden@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2010;2014;4;M.ENG 1;false;;false;;Comptant;true;0;
Skippie;Cotta;12/02/1987;1987;94780 Marcy Way;skippiecotta@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2004;2008;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Marjy;Josilowski;07/10/1999;1999;79 Mitchell Terrace;marjyjosilowski@supinfo.com;Male;Centre-Val de Loire;Distanciel;B.ENG 1;2016;2020;4;M.ENG 1;false;;false;;Comptant;true;0;
Ardith;Reignard;26/02/1989;1989;18682 Beilfuss Avenue;ardithreignard@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2007;2013;6;M.ENG 2;false;;false;;Comptant;true;0;
Dari;Baud;19/02/1999;1999;67 Kinsman Avenue;daribaud@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;false;;Comptant;true;0;
Frank;Alexandrou;29/08/1987;1987;86 Oak Valley Junction;frankalexandrou@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2005;2007;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Zita;Linskill;27/08/2001;2001;83317 Jenifer Point;zitalinskill@supinfo.com;Male;Normandie;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;true;Intelligence Artificielle;OPCA;true;0;
Katlin;Gidman;03/05/1982;1982;421 Oxford Way;katlingidman@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;1998;2002;4;B.ENG 3;false;;false;;Comptant;true;0;
Cordelie;Ferries;14/08/1978;1978;7098 Farwell Avenue;cordelieferries@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 2;2007;2010;3;M.ENG 1;false;;false;;Comptant;true;0;
Mordy;Morphey;16/12/2001;2001;6 Sullivan Center;mordymorphey@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;true;Data Engineering;OPCA;true;0;
Leonhard;Grainge;26/08/1978;1978;5276 Hoard Trail;leonhardgrainge@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2011;2015;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Gwendolen;Cosgrove;14/11/1998;1998;8 Springs Place;gwendolencosgrove@supinfo.com;Male;Occitanie;Distanciel;B.ENG 1;2014;2018;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Merwyn;Hackelton;23/01/1990;1990;16 Glendale Avenue;merwynhackelton@supinfo.com;Male;Normandie;Distanciel;B.ENG 1;2012;2017;5;M.ENG 2;false;;false;;Comptant;true;0;
Barry;Cardew;27/07/1975;1975;23 Manley Terrace;barrycardew@supinfo.com;Female;Bretagne;Distanciel;B.ENG 3;2011;2017;6;M.ENG 2;false;;false;;Comptant;true;0;
Malachi;Silson;20/06/1976;1976;45913 Blaine Point;malachisilson@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;1995;1997;2;B.ENG 2;false;;false;;Comptant;true;0;
Drusi;Billitteri;02/02/1995;1995;239 Schlimgen Center;drusibillitteri@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2013;2014;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Leonard;Kiellor;07/04/2001;2001;76 Rusk Terrace;leonardkiellor@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;M.ENG 1;2019;;3;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Chalmers;Dougliss;08/02/1999;1999;135 Summer Ridge Lane;chalmersdougliss@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2016;2020;4;M.ENG 1;false;;false;;Comptant;true;0;
Nancie;Haack;07/08/2002;2002;604 Anderson Point;nanciehaack@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;false;Systemes Reseaux et securité;Echelonnement;false;4791;true
Eleanor;Farleigh;25/04/1979;1979;845 Pawling Street;eleanorfarleigh@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2002;2006;4;M.ENG 1;false;;false;;Comptant;true;0;
Barbara-anne;Westmore;16/07/1981;1981;71644 Briar Crest Alley;barbara-annewestmore@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;1997;2000;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Frankie;Clive;10/10/2001;2001;56 Drewry Road;frankieclive@supinfo.com;Female;Normandie;Caen;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Comptant;true;0;
